"","StuID","Tier","SchlID","TeachID","Tx","Cohort","Keep","Time","t","NWFcls","NWFwrc","ORFwc","SAwrS","SAsrS","SAtoS","RMwidRS","RMwdaRS","na"
"30",344,2,4,27,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"31",348,2,4,27,"tx",1,1,3,2,NA,NA,NA,NA,NA,534,NA,NA,"miss"
"32",349,2,4,27,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"33",352,2,4,27,"tx",1,1,3,2,NA,NA,NA,NA,NA,540,NA,NA,"miss"
"34",359,2,4,27,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"35",30,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"36",33,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,562,NA,NA,"miss"
"37",37,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"38",40,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,541,NA,NA,"miss"
"39",43,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,598,NA,NA,"miss"
"40",44,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"41",47,2,6,12,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"42",60,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"43",62,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,587,NA,NA,"miss"
"44",68,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,628,NA,NA,"miss"
"45",70,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,523,NA,NA,"miss"
"46",72,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,560,NA,NA,"miss"
"47",73,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"48",75,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,577,NA,NA,"miss"
"49",76,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,585,NA,NA,"miss"
"50",79,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,554,NA,NA,"miss"
"51",81,2,6,14,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"52",89,2,6,15,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"53",434,2,9,34,"tx",1,1,3,2,NA,NA,NA,NA,NA,653,NA,NA,"miss"
"54",441,2,9,34,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"55",444,2,9,34,"tx",1,1,3,2,NA,NA,NA,NA,NA,556,NA,NA,"miss"
"56",448,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,569,NA,NA,"miss"
"57",450,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"58",451,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,613,NA,NA,"miss"
"59",452,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,575,NA,NA,"miss"
"60",456,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,573,NA,NA,"miss"
"61",457,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,631,NA,NA,"miss"
"62",458,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,565,NA,NA,"miss"
"63",459,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,593,NA,NA,"miss"
"64",460,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,547,NA,NA,"miss"
"65",461,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"66",462,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,591,NA,NA,"miss"
"67",463,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"68",465,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,551,NA,NA,"miss"
"69",466,2,11,38,"tx",1,1,3,2,NA,NA,NA,NA,NA,648,NA,NA,"miss"
"70",469,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,618,NA,NA,"miss"
"71",470,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"72",474,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,616,NA,NA,"miss"
"73",485,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,565,NA,NA,"miss"
"74",486,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,618,NA,NA,"miss"
"75",488,2,11,39,"tx",1,1,3,2,NA,NA,NA,NA,NA,625,NA,NA,"miss"
"76",492,2,11,40,"tx",1,1,3,2,NA,NA,NA,NA,NA,628,NA,NA,"miss"
"77",495,2,11,40,"tx",1,1,3,2,NA,NA,NA,NA,NA,648,NA,NA,"miss"
"78",499,2,11,40,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"79",501,2,11,40,"tx",1,1,3,2,NA,NA,NA,NA,NA,554,NA,NA,"miss"
"80",503,2,11,40,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"81",508,2,13,44,"tx",1,1,3,2,NA,NA,NA,NA,NA,563,NA,NA,"miss"
"82",511,2,13,44,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"83",513,2,13,44,"tx",1,1,3,2,NA,NA,NA,NA,NA,648,NA,NA,"miss"
"84",515,2,13,44,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"85",587,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,567,NA,NA,"miss"
"86",588,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,598,NA,NA,"miss"
"87",591,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"88",593,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,579,NA,NA,"miss"
"89",603,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"90",606,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,565,NA,NA,"miss"
"91",607,2,15,45,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"92",608,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"93",614,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,625,NA,NA,"miss"
"94",620,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"95",622,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"96",626,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"97",627,2,15,46,"tx",1,1,3,2,NA,NA,NA,NA,NA,613,NA,NA,"miss"
"98",640,2,15,47,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"99",654,2,15,47,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"100",668,2,15,47,"tx",1,1,3,2,NA,NA,NA,NA,NA,562,NA,NA,"miss"
"101",1120,2,15,47,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"102",598,2,15,48,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"103",610,2,15,48,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"104",641,2,15,48,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"105",791,2,17,7,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"106",818,2,17,7,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"107",822,2,17,7,"tx",1,1,3,2,NA,NA,NA,NA,NA,610,NA,NA,"miss"
"108",839,2,17,7,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"109",799,2,17,9,"tx",1,1,3,2,NA,NA,NA,NA,NA,567,NA,NA,"miss"
"110",816,2,17,9,"tx",1,1,3,2,NA,NA,NA,NA,NA,607,NA,NA,"miss"
"111",831,2,17,9,"tx",1,1,3,2,NA,NA,NA,NA,NA,510,NA,NA,"miss"
"112",836,2,17,9,"tx",1,1,3,2,NA,NA,NA,NA,NA,523,NA,NA,"miss"
"113",842,2,17,9,"tx",1,1,3,2,NA,NA,NA,NA,NA,616,NA,NA,"miss"
"114",809,2,17,51,"tx",1,1,3,2,NA,NA,NA,NA,NA,518,NA,NA,"miss"
"115",841,2,17,51,"tx",1,1,3,2,NA,NA,NA,NA,NA,613,NA,NA,"miss"
"116",1387,2,18,78,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"117",1394,2,18,78,"tx",1,1,3,2,NA,NA,NA,NA,NA,541,NA,NA,"miss"
"118",1405,2,18,78,"tx",1,1,3,2,NA,NA,NA,NA,NA,565,NA,NA,"miss"
"119",5828,2,18,78,"tx",1,1,3,2,NA,NA,NA,NA,NA,577,NA,NA,"miss"
"120",1376,2,18,79,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"121",1390,2,18,79,"tx",1,1,3,2,NA,NA,NA,NA,NA,567,NA,NA,"miss"
"122",1404,2,18,79,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"123",1421,2,18,79,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"124",1397,2,18,112,"tx",1,1,3,2,NA,NA,NA,NA,NA,532,NA,NA,"miss"
"125",1402,2,18,112,"tx",1,1,3,2,NA,NA,NA,NA,NA,598,NA,NA,"miss"
"126",1432,2,18,112,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"127",1598,2,19,80,"tx",1,1,3,2,NA,NA,NA,NA,NA,540,NA,NA,"miss"
"128",1547,2,19,81,"tx",1,1,3,2,NA,NA,NA,NA,NA,598,NA,NA,"miss"
"129",1556,2,19,81,"tx",1,1,3,2,NA,NA,NA,NA,NA,591,NA,NA,"miss"
"130",1553,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"131",1561,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,543,NA,NA,"miss"
"132",1580,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,587,NA,NA,"Jack"
"133",1595,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,602,NA,NA,"miss"
"134",1603,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,554,NA,NA,"miss"
"135",1617,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"136",1630,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,565,NA,NA,"miss"
"137",1631,2,19,82,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"138",1548,2,19,121,"tx",1,1,3,2,NA,NA,NA,NA,NA,523,NA,NA,"miss"
"139",1560,2,19,121,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"140",1571,2,19,121,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"141",1586,2,19,121,"tx",1,1,3,2,NA,NA,NA,NA,NA,575,NA,NA,"miss"
"142",1597,2,19,121,"tx",1,1,3,2,NA,NA,NA,NA,NA,585,NA,NA,"miss"
"143",1199,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,503,NA,NA,"miss"
"144",1204,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"145",1241,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,556,NA,NA,"miss"
"146",1242,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"147",1261,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"148",1268,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,540,NA,NA,"miss"
"149",1276,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,538,NA,NA,"miss"
"150",6132,2,20,83,"tx",1,1,3,2,NA,NA,NA,NA,NA,562,NA,NA,"miss"
"151",1193,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"152",1197,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,607,NA,NA,"miss"
"153",1208,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,569,NA,NA,"miss"
"154",1216,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,524,NA,NA,"miss"
"155",1234,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,556,NA,NA,"miss"
"156",1243,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,579,NA,NA,"miss"
"157",1244,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,567,NA,NA,"miss"
"158",1253,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"159",1259,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"160",1275,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"161",1278,2,20,84,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"162",1200,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,602,NA,NA,"miss"
"163",1209,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"164",1219,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,598,NA,NA,"miss"
"165",1225,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"166",1251,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"167",1264,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,591,NA,NA,"miss"
"168",1281,2,20,85,"tx",1,1,3,2,NA,NA,NA,NA,NA,579,NA,NA,"miss"
"169",1213,2,20,86,"tx",1,1,3,2,NA,NA,NA,NA,NA,560,NA,NA,"miss"
"170",1226,2,20,86,"tx",1,1,3,2,NA,NA,NA,NA,NA,549,NA,NA,"miss"
"171",1230,2,20,86,"tx",1,1,3,2,NA,NA,NA,NA,NA,573,NA,NA,"miss"
"172",1254,2,20,86,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"173",1482,2,20,86,"tx",1,1,3,2,NA,NA,NA,NA,NA,521,NA,NA,"miss"
"174",1285,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"175",1300,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"176",1317,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,607,NA,NA,"miss"
"177",1327,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"178",1330,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,585,NA,NA,"miss"
"179",1355,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"180",1370,2,21,87,"tx",1,1,3,2,NA,NA,NA,NA,NA,575,NA,NA,"miss"
"181",1296,2,21,88,"tx",1,1,3,2,NA,NA,NA,NA,NA,545,NA,NA,"miss"
"182",1297,2,21,88,"tx",1,1,3,2,NA,NA,NA,NA,NA,587,NA,NA,"miss"
"183",1315,2,21,88,"tx",1,1,3,2,NA,NA,NA,NA,NA,538,NA,NA,"miss"
"184",1352,2,21,88,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"185",1306,2,21,114,"tx",1,1,3,2,NA,NA,NA,NA,NA,556,NA,NA,"miss"
"186",1309,2,21,114,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"187",1321,2,21,114,"tx",1,1,3,2,NA,NA,NA,NA,NA,607,NA,NA,"miss"
"188",1333,2,21,114,"tx",1,1,3,2,NA,NA,NA,NA,NA,543,NA,NA,"Thomas"
"189",1334,2,21,158,"tx",1,1,3,2,NA,NA,NA,NA,NA,602,NA,NA,"miss"
"190",1335,2,21,158,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"191",1349,2,21,158,"tx",1,1,3,2,NA,NA,NA,NA,NA,628,NA,NA,"miss"
"192",1373,2,21,158,"tx",1,1,3,2,NA,NA,NA,NA,NA,556,NA,NA,"miss"
"193",1260,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,558,NA,NA,"miss"
"194",1492,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"195",1497,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"196",1499,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"197",1501,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,573,NA,NA,"miss"
"198",1518,2,22,90,"08/12/2023",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"199",1521,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,538,NA,NA,"miss"
"200",1538,2,22,90,"tx",1,1,3,2,NA,NA,NA,NA,NA,600,NA,NA,"miss"
"201",1476,2,22,91,"tx",1,1,3,2,NA,NA,NA,NA,NA,587,NA,NA,"miss"
"202",1526,2,22,91,"tx",1,1,3,2,NA,NA,NA,NA,NA,563,NA,NA,"miss"
"203",1537,2,22,91,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"204",1544,2,22,91,"tx",1,1,3,2,NA,NA,NA,NA,NA,549,NA,NA,"miss"
"205",1430,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,600,NA,NA,"miss"
"206",1473,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"207",1477,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"208",1494,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,518,NA,NA,"miss"
"209",1502,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"210",1510,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,639,NA,NA,"miss"
"211",1530,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"212",1532,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"213",1534,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,552,NA,NA,"miss"
"214",1545,2,22,92,"tx",1,1,3,2,NA,NA,NA,NA,NA,549,NA,NA,"miss"
"215",1458,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"216",1467,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"217",1495,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,562,NA,NA,"miss"
"218",1504,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"219",1515,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"220",1524,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,554,NA,NA,"miss"
"221",1525,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"222",1539,2,22,93,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"223",3181,2,23,99,"tx",1,1,3,2,NA,NA,NA,NA,NA,613,NA,NA,"miss"
"224",3224,2,23,99,"tx",1,1,3,2,NA,NA,NA,NA,NA,618,NA,NA,"miss"
"225",3251,2,23,99,"tx",1,1,3,2,NA,NA,NA,NA,NA,569,NA,NA,"miss"
"226",3345,2,23,99,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"227",3134,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,560,NA,NA,"miss"
"228",3155,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,639,NA,NA,"miss"
"229",3215,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"230",3216,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,581,NA,NA,"miss"
"231",3227,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"232",3287,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,587,NA,NA,"miss"
"233",3298,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,616,NA,NA,"miss"
"234",3304,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"235",3308,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"236",3343,2,23,100,"tx",1,1,3,2,NA,NA,NA,NA,NA,583,NA,NA,"miss"
"237",3108,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,600,NA,NA,"miss"
"238",3172,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,591,NA,NA,"miss"
"239",3207,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,595,NA,NA,"miss"
"240",3240,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,547,NA,NA,"miss"
"241",3241,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,585,NA,NA,"miss"
"242",3269,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"243",3351,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,541,NA,NA,"miss"
"244",3354,2,23,101,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"245",3118,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,607,NA,NA,"miss"
"246",3122,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,610,NA,NA,"miss"
"247",3147,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,534,NA,NA,"miss"
"248",3148,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,605,NA,NA,"miss"
"249",3249,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,610,NA,NA,"miss"
"250",3250,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"251",3258,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,621,NA,NA,"miss"
"252",3289,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,618,NA,NA,"miss"
"253",3342,2,24,103,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"254",3146,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,616,NA,NA,"miss"
"255",3162,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,616,NA,NA,"miss"
"256",3182,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"257",3202,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,532,NA,NA,"miss"
"258",3203,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,593,NA,NA,"miss"
"259",3204,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"260",3247,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,530,NA,NA,"miss"
"261",3252,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"262",3296,2,24,104,"tx",1,1,3,2,NA,NA,NA,NA,NA,589,NA,NA,"miss"
"263",3349,2,24,"128 tremont street, Boston","tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"264",2884,2,31,137,"tx",1,1,3,2,NA,NA,NA,NA,NA,563,NA,NA,"miss"
"265",2885,2,31,137,"tx",1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"miss"
"266",2889,2,31,137,"tx",1,1,3,2,NA,NA,NA,NA,NA,635,NA,NA,"miss"
